          Q2           xp         beta           mx   iData         Data      ErrData       Theory       ErrTot  ErrTheoFunc        Ratio 
          46        0.035        0.178      14.5749      60     0.028509    0.0045173    0.0283761    0.0045173            0      1.00468 
          46         0.05        0.178      14.5749      61     0.032708   0.00538064    0.0302217   0.00538064            0      1.08227 
          46        0.075        0.178      14.5749      62     0.044421   0.00927176    0.0349933   0.00927176            0      1.26941 
          46         0.09        0.178      14.5749      63     0.039117    0.0108588    0.0384818    0.0108588            0      1.01651 
          46       0.0025        0.562      5.98753      64     0.043316   0.00618707    0.0401342   0.00618707            0      1.07928 
          46       0.0085        0.562      5.98753      65     0.029835   0.00417978    0.0322355   0.00417978            0     0.925533 
          46        0.016        0.562      5.98753      66     0.027404    0.0041772    0.0291396    0.0041772            0     0.940437 
          46        0.025        0.562      5.98753      67     0.023426   0.00586235    0.0275747   0.00586235            0     0.849546 
          46        0.035        0.562      5.98753      68     0.029835   0.00835849    0.0268962   0.00835849            0      1.10927 
          46         0.05        0.562      5.98753      69      0.02652    0.0120667    0.0268679    0.0120667            0     0.987052 
          80        0.035       0.0562      36.6536      70     0.050167    0.0173923    0.0429256    0.0173923            0       1.1687 
          80         0.05       0.0562      36.6536      71     0.051935    0.0143739    0.0461609    0.0143739            0      1.12509 
          80        0.075       0.0562      36.6536      72     0.047736    0.0206119    0.0534172    0.0206119            0     0.893645 
          80       0.0085        0.178      19.2208      73     0.045526    0.0127262     0.032311    0.0127262            0      1.40899 
          80        0.016        0.178      19.2208      74     0.029393   0.00713548      0.03072   0.00713548            0     0.956802 
          80        0.025        0.178      19.2208      75     0.032266   0.00729811    0.0300743   0.00729811            0      1.07287 
          80        0.035        0.178      19.2208      76     0.035802   0.00932475    0.0304421   0.00932475            0      1.17607 
          80         0.05        0.178      19.2208      77     0.032266   0.00896821    0.0321773   0.00896821            0      1.00276 
          80        0.075        0.178      19.2208      78     0.040443    0.0188444    0.0368258    0.0188444            0      1.09822 
          80       0.0085        0.562      7.89612      79     0.025636   0.00561639    0.0320007   0.00561639            0     0.801109 
          80        0.016        0.562      7.89612      80      0.01989   0.00540426    0.0289197   0.00540426            0     0.687766 
          80        0.025        0.562      7.89612      81     0.022984   0.00743695    0.0273425   0.00743695            0     0.840596 
          80        0.035        0.562      7.89612      82     0.024089    0.0108888    0.0266374    0.0108888            0     0.904331 
         200         0.05       0.0562      57.9545      83     0.035802    0.0174588    0.0495064    0.0174588            0      0.72318 
         200        0.075       0.0562      57.9545      84     0.063648    0.0409655    0.0589121    0.0409655            0      1.08039 
         200        0.016        0.178      30.3907      85     0.032045    0.0116307    0.0321659    0.0116307            0     0.996241 
         200        0.025        0.178      30.3907      86     0.043979    0.0129167    0.0325491    0.0129167            0      1.35116 
         200        0.035        0.178      30.3907      87     0.037349    0.0148262    0.0330719    0.0148262            0      1.12933 
         200         0.05        0.178      30.3907      88     0.051935    0.0188618     0.034773    0.0188618            0      1.49354 
         200        0.075        0.178      30.3907      89     0.046189    0.0284113    0.0392949    0.0284113            0      1.17545 
         200       0.0085        0.562      12.4849      90     0.024089   0.00869132      0.03116   0.00869132            0     0.773075 
         200        0.016        0.562      12.4849      91     0.020553   0.00853771    0.0282263   0.00853771            0      0.72815 
         200        0.025        0.562      12.4849      92     0.016354   0.00804992     0.026673   0.00804992            0     0.613129 
         200        0.035        0.562      12.4849      93     0.034918    0.0205146    0.0259529    0.0205146            0      1.34544 
         200         0.05        0.562      12.4849      94     0.033371    0.0168694    0.0258147    0.0168694            0      1.29271 
         200        0.075        0.562      12.4849      95     0.050388    0.0437681    0.0268229    0.0437681            0      1.87854 
