          Q2           xp         beta           mx   iData         Data      ErrData       Theory       ErrTot  ErrTheoFunc        Ratio 
          60         0.01          0.5      7.74597      93      0.03225   0.00210714    0.0313154   0.00210714            0      1.02985 
          60         0.01          0.8      3.87298      94      0.02516   0.00168685    0.0249984   0.00168685            0      1.00647 
          90         0.01          0.2      18.9737      95      0.03061   0.00225353    0.0318199   0.00225353            0     0.961978 
          90         0.01         0.32      13.8293      96      0.03095    0.0020427    0.0311289    0.0020427            0     0.994252 
          90         0.01          0.5      9.48683      97      0.03039   0.00196222    0.0314005   0.00196222            0     0.967818 
          90         0.01          0.8      4.74342      98      0.02396   0.00165965    0.0235544   0.00165965            0      1.01722 
         200         0.01         0.32      20.6155      99       0.0321   0.00374182    0.0317992   0.00374182            0      1.00946 
         200         0.01          0.5      14.1421     100       0.0315   0.00365481    0.0311904   0.00365481            0      1.00993 
         200         0.01          0.8      7.07107     101       0.0211   0.00261938    0.0210304   0.00261938            0      1.00331 
         400         0.01          0.8           10     102       0.0196   0.00335813    0.0191276   0.00335813            0       1.0247 
          12         0.03       0.0067      42.1787     103      0.03331   0.00767562    0.0409495   0.00767562            0     0.813442 
          12         0.03        0.011      32.8468     104      0.03641   0.00650038    0.0381331   0.00650038            0     0.954812 
          12         0.03        0.017      26.3416     105      0.03224   0.00582296    0.0346437   0.00582296            0     0.930616 
          12         0.03        0.027      20.7953     106      0.03637   0.00648305    0.0309952   0.00648305            0      1.17341 
          12         0.03        0.043      16.3423     107      0.02906   0.00547185    0.0276941   0.00547185            0      1.04932 
          12         0.03        0.067      12.9269     108      0.02413   0.00451985    0.0250081   0.00451985            0     0.964886 
          15         0.03       0.0067      47.1572     109      0.04792   0.00997542    0.0430758   0.00997542            0      1.11246 
          15         0.03        0.011      36.7238     110      0.03531   0.00553455    0.0416655   0.00553455            0     0.847465 
          15         0.03        0.017      29.4509     111      0.03527   0.00516293    0.0380824   0.00516293            0      0.92615 
          15         0.03        0.027      23.2499     112      0.03085   0.00465263    0.0339903   0.00465263            0     0.907613 
          15         0.03        0.043      18.2712     113      0.02592    0.0040625    0.0301835    0.0040625            0     0.858748 
          15         0.03        0.067      14.4527     114      0.02366   0.00354971    0.0270385   0.00354971            0     0.875048 
          15         0.03         0.11      11.0165     115      0.02278   0.00357486    0.0243135   0.00357486            0     0.936927 
          20         0.03        0.011       42.405     116      0.03178   0.00561068     0.045208   0.00561068            0     0.702972 
          20         0.03        0.017      34.0069     117      0.03851   0.00609639    0.0422189   0.00609639            0     0.912151 
          20         0.03        0.027      26.8466     118      0.03118   0.00456071    0.0377492   0.00456071            0     0.825978 
          20         0.03        0.043      21.0978     119      0.02917   0.00425242     0.033328   0.00425242            0      0.87524 
          20         0.03        0.067      16.6885     120      0.02773   0.00405503    0.0295925   0.00405503            0     0.937061 
          20         0.03         0.11      12.7208     121      0.02288   0.00347535    0.0262886   0.00347535            0     0.870339 
          25         0.03        0.011      47.4102     122      0.03729     0.010915    0.0463277     0.010915            0     0.804918 
          25         0.03        0.017      38.0209     123      0.03875   0.00622405    0.0448566   0.00622405            0     0.863863 
          25         0.03        0.027      30.0154     124      0.03755    0.0055664    0.0404288    0.0055664            0     0.928793 
          25         0.03        0.043       23.588     125      0.02978   0.00430895    0.0356188   0.00430895            0     0.836075 
          25         0.03        0.067      18.6584     126      0.02655   0.00418405    0.0314525   0.00418405            0     0.844129 
          25         0.03         0.11      14.2223     127      0.02491    0.0037591    0.0277205    0.0037591            0     0.898614 
          25         0.03         0.17       11.048     128      0.02562     0.003895    0.0254891     0.003895            0      1.00513 
          35         0.03        0.017      44.9869     129      0.05337    0.0108338    0.0473484    0.0108338            0      1.12718 
          35         0.03        0.027      35.5147     130      0.04213   0.00639252    0.0441178   0.00639252            0     0.954944 
          35         0.03        0.043      27.9097     131      0.04063   0.00618738    0.0390016   0.00618738            0      1.04175 
          35         0.03        0.067      22.0769     132      0.03063   0.00470467    0.0342363   0.00470467            0     0.894666 
          35         0.03         0.11       16.828     133      0.02992   0.00459825    0.0298484   0.00459825            0       1.0024 
          35         0.03         0.17      13.0722     134      0.02493   0.00390741    0.0270846   0.00390741            0     0.920448 
          35         0.03         0.27      9.72778     135       0.0284   0.00442138    0.0258765   0.00442138            0      1.09752 
          45         0.03        0.027      40.2699     136      0.05064   0.00916318    0.0461313   0.00916318            0      1.09774 
          45         0.03        0.043      31.6467     137      0.04048   0.00628966    0.0412881   0.00628966            0     0.980427 
          45         0.03        0.067      25.0328     138      0.03804   0.00646311    0.0361966   0.00646311            0      1.05093 
          45         0.03         0.11      19.0812     139      0.02427    0.0039952    0.0313467    0.0039952            0     0.774244 
          45         0.03         0.17      14.8225     140      0.02521   0.00413698    0.0281966   0.00413698            0     0.894078 
          45         0.03         0.27      11.0303     141      0.02092   0.00342916    0.0266161   0.00342916            0     0.785991 
          60         0.03        0.043      36.5424     142        0.039   0.00742097    0.0434101   0.00742097            0     0.898408 
          60         0.03        0.067      28.9054     143      0.03913   0.00632334    0.0382327   0.00632334            0      1.02347 
          60         0.03         0.11       22.033     144      0.02613   0.00422006    0.0329583   0.00422006            0     0.792819 
          60         0.03         0.17      17.1155     145      0.02548    0.0043259    0.0293878    0.0043259            0     0.867027 
          60         0.03         0.27      12.7366     146      0.02165   0.00443614     0.027391   0.00443614            0     0.790406 
          60         0.03         0.43      8.91823     147      0.02698   0.00474403    0.0272644   0.00474403            0     0.989569 
          90         0.03        0.067      35.4017     148      0.03286    0.0130657    0.0405525    0.0130657            0     0.810308 
          90         0.03         0.11      26.9848     149      0.03379   0.00657396    0.0349771   0.00657396            0     0.966062 
          90         0.03         0.17      20.9622     150      0.03622   0.00621656    0.0308984   0.00621656            0      1.17223 
          90         0.03         0.27      15.5991     151      0.02668    0.0044977    0.0283521    0.0044977            0     0.941022 
          90         0.03         0.43      10.9226     152      0.03214    0.0056432    0.0275823    0.0056432            0      1.16524 
          90         0.03         0.67      6.65795     153      0.02818   0.00735714    0.0246948   0.00735714            0      1.14113 
         200         0.03         0.11      40.2266     154       0.0361   0.00587732    0.0372569   0.00587732            0     0.968949 
         200         0.03         0.17      31.2485     155       0.0331   0.00525217     0.033156   0.00525217            0      0.99831 
         200         0.03         0.27      23.2538     156       0.0283   0.00434421    0.0298293   0.00434421            0     0.948733 
         200         0.03         0.43      16.2824     157       0.0309   0.00474765    0.0279307   0.00474765            0      1.10631 
         200         0.03         0.67      9.92509     158       0.0297   0.00505179    0.0233396   0.00505179            0      1.27251 
         400         0.03         0.27      32.8859     159       0.0322   0.00552584    0.0304999   0.00552584            0      1.05574 
         400         0.03         0.43      23.0268     160       0.0293   0.00466459    0.0279936   0.00466459            0      1.04667 
         400         0.03         0.67      14.0362     161       0.0289   0.00502204    0.0222396   0.00502204            0      1.29949 
         800         0.03         0.43      32.5648     162       0.0391   0.00797918     0.027773   0.00797918            0      1.40784 
         800         0.03         0.67      19.8502     163       0.0228   0.00502273    0.0212651   0.00502273            0      1.07218 
        1600         0.03         0.67      28.0724     164       0.0214   0.00702497    0.0204797   0.00702497            0      1.04494 
