          Q2           xp         beta           mx   iData         Data      ErrData       Theory       ErrTot  ErrTheoFunc        Ratio 
          35        0.003         0.27      9.72778      39       0.0333   0.00178178    0.0344386   0.00178178            0     0.966938 
          35        0.003         0.43      6.81141      40      0.03691   0.00201692    0.0374979   0.00201692            0     0.984323 
          35        0.003         0.67      4.15196      41      0.03975   0.00237371    0.0386393   0.00237371            0      1.02874 
          45        0.003         0.27      11.0303      42      0.03306   0.00184337     0.035178   0.00184337            0     0.939792 
          45        0.003         0.43      7.72342      43      0.03872   0.00213522    0.0379988   0.00213522            0      1.01898 
          45        0.003         0.67      4.70788      44      0.03844    0.0023571    0.0380351    0.0023571            0      1.01065 
          60        0.003         0.43      8.91823      45      0.03776   0.00214967     0.038387   0.00214967            0     0.983668 
          60        0.003         0.67       5.4362      46      0.03728   0.00233559    0.0373293   0.00233559            0     0.998679 
          90        0.003         0.67      6.65795      47      0.03532   0.00279854    0.0363008   0.00279854            0     0.972982 
          12         0.01         0.02      24.2487      48      0.03014   0.00194421    0.0323082   0.00194421            0     0.932889 
          12         0.01        0.032      19.0526      49      0.02966   0.00188288    0.0301868   0.00188288            0     0.982549 
          12         0.01         0.05      15.0997      50      0.02732    0.0017153    0.0272178    0.0017153            0      1.00376 
          12         0.01         0.08      11.7473      51      0.02545   0.00159322    0.0243882   0.00159322            0      1.04354 
          12         0.01         0.13      8.96146      52      0.02165   0.00136807    0.0228057   0.00136807            0     0.949324 
          12         0.01          0.2       6.9282      53      0.02283   0.00150609    0.0226104   0.00150609            0      1.00971 
          12         0.01         0.32      5.04975      54       0.0242   0.00173786    0.0247489   0.00173786            0     0.977823 
          15         0.01         0.02      27.1109      55      0.03639   0.00584544    0.0336323   0.00584544            0        1.082 
          15         0.01        0.032      21.3014      56      0.03226   0.00198524    0.0326361   0.00198524            0     0.988476 
          15         0.01         0.05      16.8819      57      0.03067   0.00186281    0.0295933   0.00186281            0      1.03638 
          15         0.01         0.08      13.1339      58      0.02573   0.00156213    0.0264063   0.00156213            0      0.97439 
          15         0.01         0.13      10.0192      59      0.02381   0.00142064    0.0244717   0.00142064            0     0.972961 
          15         0.01          0.2      7.74597      60      0.02299   0.00138284      0.02398   0.00138284            0     0.958714 
          15         0.01         0.32      5.64579      61      0.02456   0.00148563    0.0257846   0.00148563            0     0.952506 
          20         0.01        0.032      24.5967      62      0.03445   0.00225325    0.0349343   0.00225325            0     0.986138 
          20         0.01         0.05      19.4936      63      0.03209   0.00200479    0.0323934   0.00200479            0     0.990633 
          20         0.01         0.08      15.1658      64      0.02971   0.00185348    0.0289046   0.00185348            0      1.02787 
          20         0.01         0.13      11.5692      65      0.02658   0.00159878    0.0265454   0.00159878            0       1.0013 
          20         0.01          0.2      8.94427      66      0.02542   0.00156328    0.0256622   0.00156328            0     0.990563 
          20         0.01         0.32       6.5192      67      0.02663   0.00158129    0.0270245   0.00158129            0     0.985402 
          20         0.01          0.5      4.47214      68       0.0287   0.00179576    0.0306229   0.00179576            0     0.937207 
          25         0.01        0.032         27.5      69      0.03306   0.00700256    0.0355324   0.00700256            0     0.930419 
          25         0.01         0.05      21.7945      70      0.03307   0.00205513       0.0342   0.00205513            0     0.966959 
          25         0.01         0.08      16.9558      71      0.03202   0.00196734    0.0307204   0.00196734            0      1.04231 
          25         0.01         0.13      12.9347      72      0.02889   0.00176584    0.0280823   0.00176584            0      1.02876 
          25         0.01          0.2           10      73      0.02686   0.00160891    0.0268919   0.00160891            0     0.998814 
          25         0.01         0.32      7.28869      74      0.02769   0.00168773    0.0279003   0.00168773            0     0.992464 
          25         0.01          0.5            5      75      0.03028   0.00186216    0.0309449   0.00186216            0     0.978514 
          25         0.01          0.8          2.5      76      0.02928   0.00259966    0.0288306   0.00259966            0      1.01559 
          35         0.01         0.05      25.7876      77      0.03551   0.00235279    0.0357166   0.00235279            0     0.994216 
          35         0.01         0.08      20.0624      78      0.03243   0.00208765    0.0330978   0.00208765            0     0.979825 
          35         0.01         0.13      15.3046      79      0.03161   0.00190816    0.0302458   0.00190816            0       1.0451 
          35         0.01          0.2      11.8322      80      0.02963   0.00178298    0.0286293   0.00178298            0      1.03495 
          35         0.01         0.32      8.62409      81      0.02729   0.00173908    0.0291015   0.00173908            0     0.937752 
          35         0.01          0.5      5.91608      82      0.03171   0.00195602    0.0313324   0.00195602            0      1.01205 
          35         0.01          0.8      2.95804      83       0.0284   0.00194224     0.027422   0.00194224            0      1.03567 
          45         0.01         0.08      22.7486      84      0.03368    0.0022267    0.0343575    0.0022267            0     0.980281 
          45         0.01         0.13      17.3538      85      0.03212   0.00196694    0.0316847   0.00196694            0      1.01374 
          45         0.01          0.2      13.4164      86      0.02994   0.00183808    0.0298205   0.00183808            0      1.00401 
          45         0.01         0.32       9.7788      87       0.0291   0.00183168     0.029904   0.00183168            0     0.973114 
          45         0.01          0.5       6.7082      88      0.03255   0.00203144    0.0315496   0.00203144            0      1.03171 
          45         0.01          0.8       3.3541      89      0.02606   0.00181019    0.0264293   0.00181019            0     0.986027 
          60         0.01         0.13      20.0384      90      0.03316   0.00216228      0.03303   0.00216228            0      1.00394 
          60         0.01          0.2      15.4919      91      0.03013    0.0018683    0.0310456    0.0018683            0     0.970508 
          60         0.01         0.32      11.2916      92      0.03138   0.00191238    0.0307258   0.00191238            0      1.02129 
          60         0.01          0.5      7.74597      93      0.03225   0.00210714    0.0317276   0.00210714            0      1.01647 
          60         0.01          0.8      3.87298      94      0.02516   0.00168685    0.0253542   0.00168685            0     0.992339 
          90         0.01          0.2      18.9737      95      0.03061   0.00225353    0.0324079   0.00225353            0     0.944522 
          90         0.01         0.32      13.8293      96      0.03095    0.0020427    0.0317032    0.0020427            0     0.976244 
          90         0.01          0.5      9.48683      97      0.03039   0.00196222    0.0318628   0.00196222            0     0.953778 
          90         0.01          0.8      4.74342      98      0.02396   0.00165965    0.0239436   0.00165965            0      1.00069 
         200         0.01         0.32      20.6155      99       0.0321   0.00374182    0.0326979   0.00374182            0     0.981713 
         200         0.01          0.5      14.1421     100       0.0315   0.00365481    0.0317735   0.00365481            0     0.991393 
         200         0.01          0.8      7.07107     101       0.0211   0.00261938    0.0214843   0.00261938            0     0.982114 
         400         0.01          0.8           10     102       0.0196   0.00335813    0.0196511   0.00335813            0     0.997398 
          12         0.03       0.0067      42.1787     103      0.03331   0.00767562    0.0407717   0.00767562            0     0.816988 
          12         0.03        0.011      32.8468     104      0.03641   0.00650038    0.0385756   0.00650038            0     0.943862 
          12         0.03        0.017      26.3416     105      0.03224   0.00582296    0.0353319   0.00582296            0      0.91249 
          12         0.03        0.027      20.7953     106      0.03637   0.00648305    0.0317354   0.00648305            0      1.14604 
          12         0.03        0.043      16.3423     107      0.02906   0.00547185     0.028338   0.00547185            0      1.02548 
          12         0.03        0.067      12.9269     108      0.02413   0.00451985    0.0254864   0.00451985            0      0.94678 
          15         0.03       0.0067      47.1572     109      0.04792   0.00997542    0.0427445   0.00997542            0      1.12108 
          15         0.03        0.011      36.7238     110      0.03531   0.00553455     0.041899   0.00553455            0     0.842741 
          15         0.03        0.017      29.4509     111      0.03527   0.00516293    0.0385464   0.00516293            0     0.915001 
          15         0.03        0.027      23.2499     112      0.03085   0.00465263    0.0345158   0.00465263            0     0.893793 
          15         0.03        0.043      18.2712     113      0.02592    0.0040625    0.0306423    0.0040625            0     0.845889 
          15         0.03        0.067      14.4527     114      0.02366   0.00354971    0.0273755   0.00354971            0     0.864275 
          15         0.03         0.11      11.0165     115      0.02278   0.00357486    0.0247052   0.00357486            0     0.922075 
          20         0.03        0.011       42.405     116      0.03178   0.00561068    0.0452395   0.00561068            0     0.702483 
          20         0.03        0.017      34.0069     117      0.03851   0.00609639    0.0424192   0.00609639            0     0.907843 
          20         0.03        0.027      26.8466     118      0.03118   0.00456071    0.0380139   0.00456071            0     0.820226 
          20         0.03        0.043      21.0978     119      0.02917   0.00425242    0.0335649   0.00425242            0     0.869062 
          20         0.03        0.067      16.6885     120      0.02773   0.00405503     0.029765   0.00405503            0      0.93163 
          20         0.03         0.11      12.7208     121      0.02288   0.00347535     0.026605   0.00347535            0     0.859988 
          25         0.03        0.011      47.4102     122      0.03729     0.010915      0.04645     0.010915            0     0.802799 
          25         0.03        0.017      38.0209     123      0.03875   0.00622405    0.0450077   0.00622405            0     0.860963 
          25         0.03        0.027      30.0154     124      0.03755    0.0055664    0.0406082    0.0055664            0     0.924691 
          25         0.03        0.043       23.588     125      0.02978   0.00430895    0.0357811   0.00430895            0     0.832283 
          25         0.03        0.067      18.6584     126      0.02655   0.00418405    0.0315783   0.00418405            0     0.840768 
          25         0.03         0.11      14.2223     127      0.02491    0.0037591    0.0280333    0.0037591            0     0.888585 
          25         0.03         0.17       11.048     128      0.02562     0.003895    0.0258023     0.003895            0     0.992935 
          35         0.03        0.017      44.9869     129      0.05337    0.0108338    0.0474664    0.0108338            0      1.12437 
          35         0.03        0.027      35.5147     130      0.04213   0.00639252    0.0441248   0.00639252            0     0.954792 
          35         0.03        0.043      27.9097     131      0.04063   0.00618738    0.0389934   0.00618738            0      1.04197 
          35         0.03        0.067      22.0769     132      0.03063   0.00470467    0.0342408   0.00470467            0     0.894546 
          35         0.03         0.11       16.828     133      0.02992   0.00459825    0.0301242   0.00459825            0     0.993221 
          35         0.03         0.17      13.0722     134      0.02493   0.00390741    0.0274197   0.00390741            0       0.9092 
          35         0.03         0.27      9.72778     135       0.0284   0.00442138    0.0262617   0.00442138            0      1.08142 
          45         0.03        0.027      40.2699     136      0.05064   0.00916318    0.0461069   0.00916318            0      1.09832 
          45         0.03        0.043      31.6467     137      0.04048   0.00628966    0.0411941   0.00628966            0     0.982664 
          45         0.03        0.067      25.0328     138      0.03804   0.00646311    0.0361342   0.00646311            0      1.05274 
          45         0.03         0.11      19.0812     139      0.02427    0.0039952    0.0316148    0.0039952            0     0.767679 
          45         0.03         0.17      14.8225     140      0.02521   0.00413698    0.0285596   0.00413698            0     0.882715 
          45         0.03         0.27      11.0303     141      0.02092   0.00342916    0.0270502   0.00342916            0     0.773378 
          60         0.03        0.043      36.5424     142        0.039   0.00742097    0.0433125   0.00742097            0     0.900433 
          60         0.03        0.067      28.9054     143      0.03913   0.00632334    0.0381468   0.00632334            0      1.02578 
          60         0.03         0.11       22.033     144      0.02613   0.00422006    0.0332316   0.00422006            0     0.786299 
          60         0.03         0.17      17.1155     145      0.02548    0.0043259    0.0297892    0.0043259            0     0.855344 
          60         0.03         0.27      12.7366     146      0.02165   0.00443614    0.0278816   0.00443614            0     0.776499 
          60         0.03         0.43      8.91823     147      0.02698   0.00474403    0.0277328   0.00474403            0     0.972854 
          90         0.03        0.067      35.4017     148      0.03286    0.0130657    0.0404872    0.0130657            0     0.811614 
          90         0.03         0.11      26.9848     149      0.03379   0.00657396    0.0353012   0.00657396            0     0.957192 
          90         0.03         0.17      20.9622     150      0.03622   0.00621656    0.0313759   0.00621656            0      1.15439 
          90         0.03         0.27      15.5991     151      0.02668    0.0044977      0.02893    0.0044977            0     0.922226 
          90         0.03         0.43      10.9226     152      0.03214    0.0056432    0.0281073    0.0056432            0      1.14347 
          90         0.03         0.67      6.65795     153      0.02818   0.00735714     0.025225   0.00735714            0      1.11714 
         200         0.03         0.11      40.2266     154       0.0361   0.00587732     0.037875   0.00587732            0     0.953136 
         200         0.03         0.17      31.2485     155       0.0331   0.00525217    0.0338375   0.00525217            0     0.978204 
         200         0.03         0.27      23.2538     156       0.0283   0.00434421    0.0305812   0.00434421            0     0.925404 
         200         0.03         0.43      16.2824     157       0.0309   0.00474765    0.0285622   0.00474765            0      1.08185 
         200         0.03         0.67      9.92509     158       0.0297   0.00505179    0.0238793   0.00505179            0      1.24376 
         400         0.03         0.27      32.8859     159       0.0322   0.00552584    0.0314451   0.00552584            0      1.02401 
         400         0.03         0.43      23.0268     160       0.0293   0.00466459    0.0287193   0.00466459            0      1.02022 
         400         0.03         0.67      14.0362     161       0.0289   0.00502204    0.0227869   0.00502204            0      1.26827 
         800         0.03         0.43      32.5648     162       0.0391   0.00797918    0.0286269   0.00797918            0      1.36585 
         800         0.03         0.67      19.8502     163       0.0228   0.00502273    0.0218248   0.00502273            0      1.04468 
        1600         0.03         0.67      28.0724     164       0.0214   0.00702497    0.0210781   0.00702497            0      1.01527 
